"business_id","chn_date"
"0v5gedzRunqlbgtj3u1QCQ","2011-07-22"
"0v5gedzRunqlbgtj3u1QCQ","2011-07-25"
"0v5gedzRunqlbgtj3u1QCQ","2011-07-26"
"0v5gedzRunqlbgtj3u1QCQ","2011-07-28"
"0v5gedzRunqlbgtj3u1QCQ","2011-08-02"
"0v5gedzRunqlbgtj3u1QCQ","2011-08-03"
"0v5gedzRunqlbgtj3u1QCQ","2011-08-05"
"0v5gedzRunqlbgtj3u1QCQ","2011-08-07"
"0v5gedzRunqlbgtj3u1QCQ","2011-08-09"
"0v5gedzRunqlbgtj3u1QCQ","2011-08-09"
"0v5gedzRunqlbgtj3u1QCQ","2011-08-11"
"0v5gedzRunqlbgtj3u1QCQ","2011-08-22"
"0v5gedzRunqlbgtj3u1QCQ","2011-09-01"
"0v5gedzRunqlbgtj3u1QCQ","2011-09-03"
"0v5gedzRunqlbgtj3u1QCQ","2011-09-15"
"0v5gedzRunqlbgtj3u1QCQ","2011-09-16"
"0v5gedzRunqlbgtj3u1QCQ","2011-09-19"
"0v5gedzRunqlbgtj3u1QCQ","2011-09-20"
"0v5gedzRunqlbgtj3u1QCQ","2011-09-22"
"0v5gedzRunqlbgtj3u1QCQ","2011-09-30"
"0v5gedzRunqlbgtj3u1QCQ","2011-10-03"
"0v5gedzRunqlbgtj3u1QCQ","2011-10-03"
"0v5gedzRunqlbgtj3u1QCQ","2011-10-03"
"0v5gedzRunqlbgtj3u1QCQ","2011-10-03"
"0v5gedzRunqlbgtj3u1QCQ","2011-10-03"
"0v5gedzRunqlbgtj3u1QCQ","2011-10-04"
"0v5gedzRunqlbgtj3u1QCQ","2011-10-07"
"0v5gedzRunqlbgtj3u1QCQ","2011-10-12"
"0v5gedzRunqlbgtj3u1QCQ","2011-10-12"
"0v5gedzRunqlbgtj3u1QCQ","2011-10-18"
"0v5gedzRunqlbgtj3u1QCQ","2011-10-28"
"0v5gedzRunqlbgtj3u1QCQ","2011-10-29"
"0v5gedzRunqlbgtj3u1QCQ","2011-10-31"
"0v5gedzRunqlbgtj3u1QCQ","2011-10-31"
"0v5gedzRunqlbgtj3u1QCQ","2011-11-05"
"0v5gedzRunqlbgtj3u1QCQ","2012-01-13"
"0v5gedzRunqlbgtj3u1QCQ","2012-01-25"
"0v5gedzRunqlbgtj3u1QCQ","2012-02-03"
"0v5gedzRunqlbgtj3u1QCQ","2012-02-11"
"0v5gedzRunqlbgtj3u1QCQ","2012-02-17"
"0v5gedzRunqlbgtj3u1QCQ","2012-03-03"
"0v5gedzRunqlbgtj3u1QCQ","2012-03-04"
"0v5gedzRunqlbgtj3u1QCQ","2012-03-06"
"0v5gedzRunqlbgtj3u1QCQ","2012-03-22"
"0v5gedzRunqlbgtj3u1QCQ","2012-03-27"
"0v5gedzRunqlbgtj3u1QCQ","2012-04-09"
"0v5gedzRunqlbgtj3u1QCQ","2012-04-19"
"0v5gedzRunqlbgtj3u1QCQ","2012-04-24"
"0v5gedzRunqlbgtj3u1QCQ","2012-04-26"
"0v5gedzRunqlbgtj3u1QCQ","2012-04-28"
"0v5gedzRunqlbgtj3u1QCQ","2012-04-29"
"0v5gedzRunqlbgtj3u1QCQ","2012-05-17"
"0v5gedzRunqlbgtj3u1QCQ","2012-06-07"
"0v5gedzRunqlbgtj3u1QCQ","2012-06-16"
"0v5gedzRunqlbgtj3u1QCQ","2012-06-19"
"0v5gedzRunqlbgtj3u1QCQ","2012-06-22"
"0v5gedzRunqlbgtj3u1QCQ","2012-07-05"
"0v5gedzRunqlbgtj3u1QCQ","2012-07-13"
"0v5gedzRunqlbgtj3u1QCQ","2012-08-16"
"0v5gedzRunqlbgtj3u1QCQ","2012-08-26"
"0v5gedzRunqlbgtj3u1QCQ","2012-08-28"
"0v5gedzRunqlbgtj3u1QCQ","2012-09-04"
"0v5gedzRunqlbgtj3u1QCQ","2012-09-08"
"0v5gedzRunqlbgtj3u1QCQ","2012-09-12"
"0v5gedzRunqlbgtj3u1QCQ","2012-09-17"
"0v5gedzRunqlbgtj3u1QCQ","2012-10-26"
"0v5gedzRunqlbgtj3u1QCQ","2012-11-01"
"0v5gedzRunqlbgtj3u1QCQ","2012-11-03"
"0v5gedzRunqlbgtj3u1QCQ","2012-11-09"
"0v5gedzRunqlbgtj3u1QCQ","2012-11-11"
"0v5gedzRunqlbgtj3u1QCQ","2012-11-15"
"0v5gedzRunqlbgtj3u1QCQ","2012-12-20"
"0v5gedzRunqlbgtj3u1QCQ","2012-12-21"
"0v5gedzRunqlbgtj3u1QCQ","2012-12-28"
"0v5gedzRunqlbgtj3u1QCQ","2013-01-04"
"0v5gedzRunqlbgtj3u1QCQ","2013-01-26"
"0v5gedzRunqlbgtj3u1QCQ","2013-01-26"
"0v5gedzRunqlbgtj3u1QCQ","2013-01-26"
"0v5gedzRunqlbgtj3u1QCQ","2013-03-12"
"0v5gedzRunqlbgtj3u1QCQ","2013-03-14"
"0v5gedzRunqlbgtj3u1QCQ","2013-03-16"
"0v5gedzRunqlbgtj3u1QCQ","2013-03-24"
"0v5gedzRunqlbgtj3u1QCQ","2013-03-31"
"0v5gedzRunqlbgtj3u1QCQ","2013-04-15"
"0v5gedzRunqlbgtj3u1QCQ","2013-04-27"
"0v5gedzRunqlbgtj3u1QCQ","2013-05-02"
"0v5gedzRunqlbgtj3u1QCQ","2013-06-01"
"0v5gedzRunqlbgtj3u1QCQ","2013-06-16"
"0v5gedzRunqlbgtj3u1QCQ","2013-06-18"
"0v5gedzRunqlbgtj3u1QCQ","2013-06-27"
"0v5gedzRunqlbgtj3u1QCQ","2013-07-05"
"0v5gedzRunqlbgtj3u1QCQ","2013-08-03"
"0v5gedzRunqlbgtj3u1QCQ","2013-08-03"
"0v5gedzRunqlbgtj3u1QCQ","2013-08-06"
"0v5gedzRunqlbgtj3u1QCQ","2013-08-07"
"0v5gedzRunqlbgtj3u1QCQ","2013-08-29"
"0v5gedzRunqlbgtj3u1QCQ","2013-08-29"
"0v5gedzRunqlbgtj3u1QCQ","2013-09-01"
"0v5gedzRunqlbgtj3u1QCQ","2013-09-05"
"0v5gedzRunqlbgtj3u1QCQ","2013-09-07"
"0v5gedzRunqlbgtj3u1QCQ","2013-09-15"
"0v5gedzRunqlbgtj3u1QCQ","2013-09-28"
"0v5gedzRunqlbgtj3u1QCQ","2013-09-30"
"0v5gedzRunqlbgtj3u1QCQ","2013-10-13"
"0v5gedzRunqlbgtj3u1QCQ","2013-10-16"
"0v5gedzRunqlbgtj3u1QCQ","2013-11-05"
"0v5gedzRunqlbgtj3u1QCQ","2013-11-17"
"0v5gedzRunqlbgtj3u1QCQ","2013-11-24"
"0v5gedzRunqlbgtj3u1QCQ","2013-11-26"
"0v5gedzRunqlbgtj3u1QCQ","2013-12-09"
"0v5gedzRunqlbgtj3u1QCQ","2013-12-11"
"0v5gedzRunqlbgtj3u1QCQ","2013-12-11"
"0v5gedzRunqlbgtj3u1QCQ","2013-12-12"
"0v5gedzRunqlbgtj3u1QCQ","2013-12-14"
"0v5gedzRunqlbgtj3u1QCQ","2013-12-15"
"0v5gedzRunqlbgtj3u1QCQ","2013-12-16"
"0v5gedzRunqlbgtj3u1QCQ","2014-01-14"
"0v5gedzRunqlbgtj3u1QCQ","2014-01-17"
"0v5gedzRunqlbgtj3u1QCQ","2014-01-19"
"0v5gedzRunqlbgtj3u1QCQ","2014-01-22"
"0v5gedzRunqlbgtj3u1QCQ","2014-01-28"
"0v5gedzRunqlbgtj3u1QCQ","2014-01-30"
"0v5gedzRunqlbgtj3u1QCQ","2014-02-05"
"0v5gedzRunqlbgtj3u1QCQ","2014-02-09"
"0v5gedzRunqlbgtj3u1QCQ","2014-02-10"
"0v5gedzRunqlbgtj3u1QCQ","2014-02-14"
"0v5gedzRunqlbgtj3u1QCQ","2014-02-15"
"0v5gedzRunqlbgtj3u1QCQ","2014-04-03"
"0v5gedzRunqlbgtj3u1QCQ","2014-04-12"
"0v5gedzRunqlbgtj3u1QCQ","2014-04-13"
"0v5gedzRunqlbgtj3u1QCQ","2014-04-19"
"0v5gedzRunqlbgtj3u1QCQ","2014-04-21"
"0v5gedzRunqlbgtj3u1QCQ","2014-04-29"
"0v5gedzRunqlbgtj3u1QCQ","2014-05-02"
"0v5gedzRunqlbgtj3u1QCQ","2014-05-31"
"0v5gedzRunqlbgtj3u1QCQ","2014-06-03"
"0v5gedzRunqlbgtj3u1QCQ","2014-06-03"
"0v5gedzRunqlbgtj3u1QCQ","2014-06-17"
"0v5gedzRunqlbgtj3u1QCQ","2014-06-18"
"0v5gedzRunqlbgtj3u1QCQ","2014-07-01"
"0v5gedzRunqlbgtj3u1QCQ","2014-07-20"
"0v5gedzRunqlbgtj3u1QCQ","2014-07-26"
"0v5gedzRunqlbgtj3u1QCQ","2014-07-27"
"0v5gedzRunqlbgtj3u1QCQ","2014-08-05"
"0v5gedzRunqlbgtj3u1QCQ","2014-08-22"
"0v5gedzRunqlbgtj3u1QCQ","2014-08-27"
"0v5gedzRunqlbgtj3u1QCQ","2014-09-04"
"0v5gedzRunqlbgtj3u1QCQ","2014-09-04"
"0v5gedzRunqlbgtj3u1QCQ","2014-09-12"
"0v5gedzRunqlbgtj3u1QCQ","2014-09-21"
"0v5gedzRunqlbgtj3u1QCQ","2014-10-02"
"0v5gedzRunqlbgtj3u1QCQ","2014-10-29"
"0v5gedzRunqlbgtj3u1QCQ","2014-11-08"
"0v5gedzRunqlbgtj3u1QCQ","2014-11-24"
"0v5gedzRunqlbgtj3u1QCQ","2014-11-30"
"0v5gedzRunqlbgtj3u1QCQ","2014-12-07"
"0v5gedzRunqlbgtj3u1QCQ","2014-12-10"
"0v5gedzRunqlbgtj3u1QCQ","2014-12-11"
"0v5gedzRunqlbgtj3u1QCQ","2014-12-26"
"0v5gedzRunqlbgtj3u1QCQ","2015-01-01"
"0v5gedzRunqlbgtj3u1QCQ","2015-01-07"
"0v5gedzRunqlbgtj3u1QCQ","2015-02-04"
"0v5gedzRunqlbgtj3u1QCQ","2015-02-14"
"0v5gedzRunqlbgtj3u1QCQ","2015-02-23"
"0v5gedzRunqlbgtj3u1QCQ","2015-02-27"
"0v5gedzRunqlbgtj3u1QCQ","2015-03-02"
"0v5gedzRunqlbgtj3u1QCQ","2015-03-08"
"0v5gedzRunqlbgtj3u1QCQ","2015-03-12"
"0v5gedzRunqlbgtj3u1QCQ","2015-04-07"
"0v5gedzRunqlbgtj3u1QCQ","2015-04-19"
"0v5gedzRunqlbgtj3u1QCQ","2015-04-19"
"0v5gedzRunqlbgtj3u1QCQ","2015-06-24"
"0v5gedzRunqlbgtj3u1QCQ","2015-07-11"
"0v5gedzRunqlbgtj3u1QCQ","2015-07-23"
"0v5gedzRunqlbgtj3u1QCQ","2015-09-14"
"0v5gedzRunqlbgtj3u1QCQ","2015-09-24"
"0v5gedzRunqlbgtj3u1QCQ","2015-10-04"
"0v5gedzRunqlbgtj3u1QCQ","2015-10-16"
"0v5gedzRunqlbgtj3u1QCQ","2015-10-31"
"0v5gedzRunqlbgtj3u1QCQ","2015-11-03"
"0v5gedzRunqlbgtj3u1QCQ","2015-12-03"
"0v5gedzRunqlbgtj3u1QCQ","2015-12-09"
"0v5gedzRunqlbgtj3u1QCQ","2015-12-14"
"0v5gedzRunqlbgtj3u1QCQ","2015-12-21"
"0v5gedzRunqlbgtj3u1QCQ","2016-01-05"
"0v5gedzRunqlbgtj3u1QCQ","2016-01-21"
"0v5gedzRunqlbgtj3u1QCQ","2016-02-09"
"0v5gedzRunqlbgtj3u1QCQ","2016-04-10"
"0v5gedzRunqlbgtj3u1QCQ","2016-04-18"
"0v5gedzRunqlbgtj3u1QCQ","2016-04-19"
"0v5gedzRunqlbgtj3u1QCQ","2016-05-20"
"0v5gedzRunqlbgtj3u1QCQ","2016-05-20"
"0v5gedzRunqlbgtj3u1QCQ","2016-06-04"
"0v5gedzRunqlbgtj3u1QCQ","2016-06-18"
"0v5gedzRunqlbgtj3u1QCQ","2016-06-23"
"0v5gedzRunqlbgtj3u1QCQ","2016-07-08"
"0v5gedzRunqlbgtj3u1QCQ","2016-09-09"
"0v5gedzRunqlbgtj3u1QCQ","2017-04-23"
"0v5gedzRunqlbgtj3u1QCQ","2017-05-07"
"0v5gedzRunqlbgtj3u1QCQ","2017-05-08"
"0v5gedzRunqlbgtj3u1QCQ","2017-06-21"
"0v5gedzRunqlbgtj3u1QCQ","2017-09-24"
"0v5gedzRunqlbgtj3u1QCQ","2017-09-30"
"0v5gedzRunqlbgtj3u1QCQ","2017-10-09"
"0v5gedzRunqlbgtj3u1QCQ","2017-12-07"
"0v5gedzRunqlbgtj3u1QCQ","2017-12-12"
"0v5gedzRunqlbgtj3u1QCQ","2017-12-27"
"0v5gedzRunqlbgtj3u1QCQ","2018-02-26"
"0v5gedzRunqlbgtj3u1QCQ","2018-03-10"
"0v5gedzRunqlbgtj3u1QCQ","2018-03-15"
"0v5gedzRunqlbgtj3u1QCQ","2018-05-20"
"0v5gedzRunqlbgtj3u1QCQ","2018-05-30"
"0v5gedzRunqlbgtj3u1QCQ","2019-02-14"
"0v5gedzRunqlbgtj3u1QCQ","2019-03-24"
"0v5gedzRunqlbgtj3u1QCQ","2019-03-25"
"0v5gedzRunqlbgtj3u1QCQ","2019-04-15"
"0v5gedzRunqlbgtj3u1QCQ","2019-05-17"
"0v5gedzRunqlbgtj3u1QCQ","2019-09-03"
"0v5gedzRunqlbgtj3u1QCQ","2020-02-16"
"0v5gedzRunqlbgtj3u1QCQ","2020-03-04"
"0v5gedzRunqlbgtj3u1QCQ","2021-09-04"
"0v5gedzRunqlbgtj3u1QCQ","2021-09-24"
"0v5gedzRunqlbgtj3u1QCQ","2021-10-02"
"0v5gedzRunqlbgtj3u1QCQ","2021-12-04"
"0v5gedzRunqlbgtj3u1QCQ","2022-01-12"
"2OWEnB1sbh9xpjYxu9tcJw","2013-09-27"
"2OWEnB1sbh9xpjYxu9tcJw","2013-10-30"
"2OWEnB1sbh9xpjYxu9tcJw","2015-06-22"
"2OWEnB1sbh9xpjYxu9tcJw","2016-02-04"
"2OWEnB1sbh9xpjYxu9tcJw","2017-08-20"
"2OWEnB1sbh9xpjYxu9tcJw","2021-08-26"
"2OWEnB1sbh9xpjYxu9tcJw","2021-12-07"
"3bMVhRoYXU4UND8G0xLflw","2021-12-21"
"3rfuvMPsAWPuBcgbJfGRnA","2015-03-26"
"-b6YqNf1yR1ZJbDCsygrxQ","2012-10-20"
"-b6YqNf1yR1ZJbDCsygrxQ","2013-02-01"
"-b6YqNf1yR1ZJbDCsygrxQ","2013-03-28"
"-b6YqNf1yR1ZJbDCsygrxQ","2013-05-09"
"-b6YqNf1yR1ZJbDCsygrxQ","2013-10-04"
"-b6YqNf1yR1ZJbDCsygrxQ","2015-03-07"
"-b6YqNf1yR1ZJbDCsygrxQ","2015-05-28"
"-b6YqNf1yR1ZJbDCsygrxQ","2015-06-26"
"-b6YqNf1yR1ZJbDCsygrxQ","2016-03-31"
"-b6YqNf1yR1ZJbDCsygrxQ","2016-06-21"
"-b6YqNf1yR1ZJbDCsygrxQ","2016-10-08"
"-b6YqNf1yR1ZJbDCsygrxQ","2017-01-01"
"-b6YqNf1yR1ZJbDCsygrxQ","2017-01-31"
"-b6YqNf1yR1ZJbDCsygrxQ","2017-02-09"
"-b6YqNf1yR1ZJbDCsygrxQ","2018-01-18"
"-b6YqNf1yR1ZJbDCsygrxQ","2018-10-31"
"-b6YqNf1yR1ZJbDCsygrxQ","2019-02-18"
"-b6YqNf1yR1ZJbDCsygrxQ","2020-02-11"
"-b6YqNf1yR1ZJbDCsygrxQ","2020-02-15"
"-b6YqNf1yR1ZJbDCsygrxQ","2021-02-25"
"-b6YqNf1yR1ZJbDCsygrxQ","2021-03-03"
"-lT5o2BF6ZvSsh8PvpVOgQ","2017-11-12"
"-lT5o2BF6ZvSsh8PvpVOgQ","2017-11-15"
"-lT5o2BF6ZvSsh8PvpVOgQ","2017-11-18"
"-lT5o2BF6ZvSsh8PvpVOgQ","2017-11-28"
"-lT5o2BF6ZvSsh8PvpVOgQ","2017-12-09"
"-lT5o2BF6ZvSsh8PvpVOgQ","2017-12-16"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-01-12"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-01-13"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-01-27"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-02-03"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-02-13"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-02-16"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-02-28"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-03-01"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-03-11"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-03-25"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-03-31"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-04-18"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-05-04"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-05-05"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-05-26"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-06-30"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-07-04"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-07-22"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-07-28"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-08-05"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-08-12"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-09-24"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-10-08"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-11-18"
"-lT5o2BF6ZvSsh8PvpVOgQ","2018-12-30"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-01-05"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-01-05"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-01-10"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-01-11"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-01-16"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-01-20"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-02-12"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-02-14"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-03-01"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-04-05"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-04-27"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-05-07"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-06-13"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-06-15"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-07-20"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-08-02"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-08-22"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-08-30"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-08-31"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-09-04"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-09-10"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-09-13"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-09-24"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-09-25"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-10-12"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-10-27"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-11-03"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-11-06"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-11-26"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-12-22"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-12-29"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-12-31"
"-lT5o2BF6ZvSsh8PvpVOgQ","2019-12-31"
"-lT5o2BF6ZvSsh8PvpVOgQ","2020-02-06"
"-lT5o2BF6ZvSsh8PvpVOgQ","2020-02-21"
"-lT5o2BF6ZvSsh8PvpVOgQ","2020-02-21"
"-lT5o2BF6ZvSsh8PvpVOgQ","2020-02-22"
"-lT5o2BF6ZvSsh8PvpVOgQ","2020-02-23"
"-lT5o2BF6ZvSsh8PvpVOgQ","2020-03-06"
"-lT5o2BF6ZvSsh8PvpVOgQ","2021-08-14"
"-lT5o2BF6ZvSsh8PvpVOgQ","2021-10-09"
"-qP1L9kx0FoH-kFwHXEwbw","2017-07-09"
"-qP1L9kx0FoH-kFwHXEwbw","2018-08-21"
"-qP1L9kx0FoH-kFwHXEwbw","2018-11-05"
"-qP1L9kx0FoH-kFwHXEwbw","2019-07-15"
"-qP1L9kx0FoH-kFwHXEwbw","2019-09-29"
"-qP1L9kx0FoH-kFwHXEwbw","2019-11-15"
"-qP1L9kx0FoH-kFwHXEwbw","2020-01-31"
"-qP1L9kx0FoH-kFwHXEwbw","2020-06-29"
"1MVoJvPhP5SkrJGCxuriaQ","2021-01-11"
"1MVoJvPhP5SkrJGCxuriaQ","2021-08-30"
"26iUm28PTWJd9qqDe5YvKw","2019-09-24"
"26iUm28PTWJd9qqDe5YvKw","2019-10-11"
"26iUm28PTWJd9qqDe5YvKw","2019-11-01"
"2zSQu6_cLgWAVbZ2LbSLBA","2010-06-05"
"2zSQu6_cLgWAVbZ2LbSLBA","2010-06-25"
"2zSQu6_cLgWAVbZ2LbSLBA","2010-09-25"
"2zSQu6_cLgWAVbZ2LbSLBA","2010-10-12"
"2zSQu6_cLgWAVbZ2LbSLBA","2010-10-27"
"2zSQu6_cLgWAVbZ2LbSLBA","2010-11-02"
"2zSQu6_cLgWAVbZ2LbSLBA","2010-11-06"
"2zSQu6_cLgWAVbZ2LbSLBA","2010-11-29"
"2zSQu6_cLgWAVbZ2LbSLBA","2010-11-29"
"2zSQu6_cLgWAVbZ2LbSLBA","2010-12-04"
"2zSQu6_cLgWAVbZ2LbSLBA","2010-12-11"
"2zSQu6_cLgWAVbZ2LbSLBA","2010-12-13"
"2zSQu6_cLgWAVbZ2LbSLBA","2010-12-17"
"2zSQu6_cLgWAVbZ2LbSLBA","2010-12-18"
"2zSQu6_cLgWAVbZ2LbSLBA","2010-12-21"
"2zSQu6_cLgWAVbZ2LbSLBA","2010-12-31"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-01-07"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-01-08"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-01-10"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-01-11"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-01-12"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-01-18"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-02-01"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-02-09"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-02-12"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-02-26"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-03-04"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-03-20"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-03-22"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-03-30"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-04-01"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-04-15"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-04-16"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-04-16"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-04-23"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-04-24"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-04-26"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-04-26"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-05-07"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-05-24"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-05-26"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-05-31"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-06-03"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-06-03"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-06-17"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-06-18"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-07-09"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-07-29"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-08-06"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-08-13"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-08-18"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-08-24"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-08-26"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-09-03"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-09-05"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-09-22"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-09-29"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-10-02"
"2zSQu6_cLgWAVbZ2LbSLBA","2011-10-03"
